,Title,Organization,Skills,Ratings,Review counts,Metadata
228,Data Structures,University of California San Diego," Data Structures, Algorithms, Data Storage, Programming Principles, Graph Theory, Computer Programming, C++ (Programming Language), Java, Theoretical Computer Science, File Management",0,0,Intermediate · Course · 1 - 3 Months
229,Introduction to Scripting in Python,Rice University," Data Visualization Software, Data Visualization, Plot (Graphics), Package and Software Management, Python Programming, Programming Principles, Data Processing, Data Mapping, Data Manipulation, Software Installation, Development Environment, Data Structures, File Management, Scripting, Data Storage, Data Import/Export, Data Analysis, Program Development, Data Integration, Computer Programming",0,0,Beginner · Specialization · 3 - 6 Months
230,Complete Modern C++ (C++11/14/17),Packt," C++ (Programming Language), Object Oriented Programming (OOP), Computer Programming, Microsoft Visual Studio, System Programming, Programming Principles, Apple Xcode, Development Environment, Algorithms, File Systems, Software Design Patterns, Data Structures, Performance Tuning, Debugging, File Management",0,0,Intermediate · Specialization · 3 - 6 Months
231,Java FullStack Developer,Board Infinity," Angular, Web Applications, HTML and CSS, Web Development, Eclipse (Software), JavaScript Frameworks, Spring Boot, Object Oriented Programming (OOP), Restful API, Java Programming, Model View Controller, Object Oriented Design, Hypertext Markup Language (HTML), Front-End Web Development, Spring Framework, Java, Web Services, Integrated Development Environments, Cascading Style Sheets (CSS), Javascript",0,0,Intermediate · Specialization · 1 - 3 Months
232,Introduction to Java and Object-Oriented Programming,University of Pennsylvania," Object Oriented Design, Java, Object Oriented Programming (OOP), Unit Testing, Java Programming, Data Structures, Software Testing, Program Development, Programming Principles, Test Driven Development (TDD), Computer Programming",0,0,Beginner · Course · 1 - 4 Weeks
233,Developing AI Applications with Python and Flask,IBM," Flask (Web Framework), Unit Testing, Application Deployment, Software Development Life Cycle, Python Programming, Web Development, Artificial Intelligence, Web Applications, Application Programming Interface (API), Integrated Development Environments, Programming Principles, Style Guides",0,0,Intermediate · Course · 1 - 4 Weeks
234,Introduзгo а Ciкncia da Computaзгo com Python Parte 1,Universidade de Sгo Paulo," Debugging, Computational Thinking, Programming Principles, Data Structures, Computer Programming, Program Development, Integrated Development Environments, Computer Science, Python Programming, Algorithms",0,0,Beginner · Course · 1 - 3 Months
235,Hypothesis-Driven Development,University of Virginia," Usability Testing, Continuous Delivery, Product Testing, Agile Product Development, DevOps, Agile Methodology, User Research, Prototyping, Product Development, Lean Methodologies, Innovation",0,0,Mixed · Course · 1 - 4 Weeks
236,Introduction to Computer Science and Programming,University of London," Computer Science, Debugging, Development Environment, Computer Systems, Web Applications, Arithmetic, Javascript, Computer Networking, Computational Thinking, Theoretical Computer Science, Human Computer Interaction, Program Development, Hardware Architecture, Computer Graphics, Operating Systems, Cybersecurity, Computer Programming, General Mathematics, Systems Of Measurement, Problem Solving",0,0,Beginner · Specialization · 1 - 3 Months
237,Introduction to Self-Driving Cars,University of Toronto," Control Systems, Embedded Software, Automation, Software Architecture, Simulations, Safety Assurance, Hardware Architecture, Systems Architecture, Verification And Validation, Mathematical Modeling, Engineering Analysis, Computer Hardware, Risk Management Framework, Mechanics",0,0,Advanced · Course · 1 - 3 Months
238,Arduino For Beginners - 2023 Complete Course,Packt," Basic Electrical Systems, Electronic Components, Electronics, Programming Principles, Interactive Design, Display Devices, Control Systems, Computer Programming, Technical Communication, Embedded Systems, Development Environment, Simulation and Simulation Software, Digital Communications, Debugging, Data Storage, Real Time Data",0,0,Beginner · Course · 3 - 6 Months
239,Introduction to DevOps,IBM," DevOps, Agile Methodology, Cloud-Native Computing, CI/CD, Test Driven Development (TDD), Scrum (Software Development), Behavior-Driven Development, Performance Metric, Accountability, Team Oriented, Culture Transformation, Microservices, Cross-Functional Collaboration",0,0,Beginner · Course · 1 - 3 Months
240,Extended Reality for Everybody,University of Michigan," Augmented and Virtual Reality (AR/VR), Augmented Reality, Storyboarding, Virtual Reality, Unreal Engine, Usability Testing, Design Thinking, Prototyping, Unity Engine, User Experience Design, Interaction Design, Conceptual Design, Human Centered Design, Design, User Research, Application Development, Wireframing, Disabilities, Emerging Technologies, Virtual Environment",0,0,Beginner · Specialization · 1 - 3 Months
241,Programaciуn en Python,Universidad de los Andes," Data Visualization Software, Programming Principles, Computational Thinking, Matplotlib, Python Programming, NumPy, Algorithms, Data Import/Export, Computer Programming, Pandas (Python Package), Debugging, Data Manipulation, Integrated Development Environments, Data Structures, Data Analysis, Scripting",0,0,Beginner · Course · 1 - 4 Weeks
242,Fundamentals of UI/UX Design,Microsoft," Design Thinking, User Experience Design, User Experience, User Interface and User Experience (UI/UX) Design, Human Centered Design, Wireframing, Prototyping, User Research, Information Architecture",0,0,Mixed · Course · 1 - 4 Weeks
243,C++: Data Structures and Algorithms,Codio," Computational Thinking, Algorithms, Graph Theory, Data Structures, C++ (Programming Language), Programming Principles, Object Oriented Programming (OOP), Theoretical Computer Science, Computer Programming, Technical Design",0,0,Intermediate · Specialization · 1 - 3 Months
244,AI para docentes: Transforma tu enseсanza con ChatGPT,Universidades Anбhuac," ChatGPT, Generative AI, Artificial Intelligence, AI Personalization, Prompt Engineering, Innovation, Emerging Technologies, Natural Language Processing",0,0,Beginner · Course · 1 - 3 Months
245,Learn Java Programming,Heriot-Watt University," Object Oriented Programming (OOP), Java, Java Programming, Computer Programming, Programming Principles, Software Development, Algorithms, Computational Logic",0,0,Beginner · Course · 1 - 4 Weeks
246,Introduction to Medical Software,Yale University," Clinical Trials, Software Development Life Cycle, Software Quality Assurance, Systems Development, Usability, Software Development, Medical Privacy, Human Computer Interaction, Verification And Validation, Risk Management, Medical Management, User Interface (UI), Health Care Procedure and Regulation, Software Design, Healthcare Industry Knowledge, Regulatory Compliance, Health Technology, Software Testing, Entrepreneurship, User Research",0,0,Intermediate · Course · 3 - 6 Months
247,Introduction to Back-End Development,Meta," Bootstrap (Front-End Framework), Web Design and Development, HTML and CSS, User Interface (UI), Front-End Web Development, Responsive Web Design, JavaScript Frameworks, Hypertext Markup Language (HTML), Full-Stack Web Development, Cascading Style Sheets (CSS), General Networking, Back-End Web Development, React.js, Web Servers",0,0,Beginner · Course · 1 - 4 Weeks
248,Embedded Software Development with C,EDUCBA," Embedded Software, C (Programming Language), Embedded Systems, Debugging, Peripheral Devices, Integrated Development Environments, Development Environment, System Programming, Electronics, Electronic Systems, Software Development Tools, Hardware Architecture, Data Structures, Hardware Troubleshooting, Microarchitecture, Programming Principles, Performance Tuning, Computer Architecture, C++ (Programming Language), Data Storage",0,0,Intermediate · Specialization · 3 - 6 Months
249,C for Everyone: Programming Fundamentals,"University of California, Santa Cruz"," Debugging, C (Programming Language), Programming Principles, Data Structures, Computer Programming, Program Development, Computer Science, Computational Thinking, Integrated Development Environments, Algorithms",0,0,Beginner · Course · 1 - 3 Months
250,C Programming for Everybody,University of Michigan," C (Programming Language), C++ (Programming Language), Object Oriented Programming (OOP), Data Structures, Programming Principles, Algorithms, Computer Programming, Software Design, Application Security, Other Programming Languages, Python Programming, System Programming, Computer Architecture, Java, Performance Tuning, Numerical Analysis, Unix, Computer Science, Debugging",0,0,Intermediate · Specialization · 3 - 6 Months
251,Market Research and Competitive Analysis,Microsoft," Competitive Analysis, Market Research, Competitive Intelligence, Persona Development, Market Analysis, Market Opportunities, Business Research, Consumer Behaviour, Target Market, Customer Insights, Data-Driven Decision-Making, Product Development, Product Strategy, Data Analysis, AI Personalization, Innovation, Regulatory Compliance",0,0,Beginner · Course · 1 - 4 Weeks
252,"Programming Languages, Part A",University of Washington," Software Installation, Programming Principles, Other Programming Languages, Functional Design, Ruby (Programming Language), Software Design Patterns, Computational Thinking",0,0,Intermediate · Course · 1 - 3 Months
253,Go and C++:  Programming in Two Successor Languages of C,"University of California, Santa Cruz"," C++ (Programming Language), Go (Programming Language), Data Structures, Object Oriented Programming (OOP), Software Design Patterns, Debugging, Object Oriented Design, Programming Principles, Unit Testing, Algorithms, C (Programming Language), Computer Programming, Integrated Development Environments, Graph Theory, Software Testing, Computer Science, File Management, Artificial Intelligence, Integration Testing, Game Design",0,0,Intermediate · Specialization · 3 - 6 Months
254,Hands-on Introduction to Linux Commands and Shell Scripting,IBM," Linux Commands, Bash (Scripting Language), Shell Script, File Management, Unix Shell, Linux, Unix Commands, Linux Servers, Command-Line Interface, Scripting Languages, Unix, Operating Systems, Network Protocols, OS Process Management, Automation, Software Installation",0,0,Beginner · Course · 1 - 4 Weeks
255,Introduction to Selenium,Coursera Instructor Network," Selenium (Software), Test Automation, Debugging, Scripting, Automation, Web Scraping, Software Testing, Test Case, Browser Compatibility, Cascading Style Sheets (CSS)",0,0,Beginner · Course · 1 - 4 Weeks
256,Python: A Guided Journey from Introduction to Application,Arizona State University," Supervised Learning, Unsupervised Learning, Matplotlib, Generative AI, NumPy, Object Oriented Programming (OOP), Deep Learning, Image Analysis, Plot (Graphics), Machine Learning Algorithms, Object Oriented Design, Applied Machine Learning, Integrated Development Environments, Pandas (Python Package), Python Programming, Machine Learning, Development Environment, Event-Driven Programming, Programming Principles, Computer Programming",0,0,Beginner · Specialization · 3 - 6 Months
257,Blender to Unreal Engine - Become a Dungeon Prop Artist,Packt," 3D Modeling, Unity Engine, Computer Graphics, Video Game Development, Animation and Game Design, Augmented and Virtual Reality (AR/VR), Virtual Environment, Content Management, Animations, Game Design, Data Import/Export, User Interface (UI), Performance Tuning, Simulations",0,0,Beginner · Specialization · 3 - 6 Months
258,Graphic Design,Adobe," Adobe Illustrator, Color Theory, Typography, Graphic and Visual Design, Graphic Design, Graphic and Visual Design Software, Design, Adobe Creative Cloud, Design Elements And Principles, Logo Design, Digital Design, Generative AI, Creativity",0,0,Mixed · Course · 1 - 4 Weeks
259,Kubernetes for the Absolute Beginners with Hands-on Labs,KodeKloud," Kubernetes, YAML, Microservices, Containerization, Cloud Platforms, Cloud-Native Computing, Docker (Software), DevOps, CI/CD, Application Deployment, Scalability",0,0,Beginner · Course · 1 - 3 Months
260,Introduction to Python for Researchers,Imperial College London," Programming Principles, Program Development, Microsoft Visual Studio, Computer Programming, Integrated Development Environments, Python Programming, Debugging, Development Environment",0,0,Beginner · Course · 1 - 4 Weeks
261,Learn Selenium WebDriver with Java,Packt," Selenium (Software), Java Programming, Java, Object Oriented Programming (OOP), Object Oriented Design, Eclipse (Software), Test Automation, Web Development Tools, Computer Programming, Cascading Style Sheets (CSS), Development Environment, Integrated Development Environments, Extensible Markup Language (XML), Software Testing, Data Import/Export, Test Case, Javascript and jQuery, Programming Principles, Browser Compatibility, Data Structures",0,0,Beginner · Specialization · 3 - 6 Months
262,"Parallel, Concurrent, and Distributed Programming in Java",Rice University," Apache Kafka, Apache Spark, Apache Hadoop, Distributed Computing, Java Programming, Dataflow, Java, Software Architecture, Systems Architecture, Data Structures, System Programming, Programming Principles, Servers, Application Frameworks, Algorithms, Performance Tuning, Network Protocols, Computer Science, Functional Design, Scalability",0,0,Intermediate · Specialization · 3 - 6 Months
263,Introduction to CATIA V5,EDUCBA," Technical Drawing, Engineering Drawings, Computer Aided Three-Dimensional Interactive Application (CATIA), Assembly Drawing, 3D Modeling, Mechanical Design, Computer-Aided Design, Visualization (Computer Graphics), File Management, Engineering Design Process, Interoperability, User Interface (UI)",0,0,Beginner · Course · 1 - 3 Months
264,Introduction to Structured Query Language (SQL),University of Michigan," Database Design, SQL, MySQL, Relational Databases, Databases, Data Modeling, Development Environment, PHP (Scripting Language), Software Installation",0,0,Intermediate · Course · 1 - 4 Weeks
265,Image Editing,Adobe," Photo Editing, Adobe Photoshop, Photography, Generative AI, File Management, Graphic and Visual Design, Creative Design, Graphic Design, Creativity",0,0,Mixed · Course · 1 - 4 Weeks
266,"Programaciуn con Python, nivel bбsico",Universidad Nacional de Colombia," Programming Principles, Debugging, Computational Thinking, Computer Programming, Algorithms, Program Development, Computational Logic, Python Programming, Integrated Development Environments, Development Environment, Software Testing",0,0,Beginner · Course · 1 - 3 Months
267,JavaScript for Beginners,"University of California, Davis"," jQuery, Javascript and jQuery, Ajax, Javascript, Data Manipulation, Data Validation, UI Components, HTML and CSS, Scripting, JSON, Scripting Languages, Event-Driven Programming, Web Development Tools, JavaScript Frameworks, Web Applications, Web Design and Development, Game Design, Application Programming Interface (API), Object Oriented Programming (OOP), Animations",0,0,Beginner · Specialization · 3 - 6 Months
268,Introduction to Scrum Master Training,LearnQuest," Backlogs, Agile Methodology, User Story, Sprint Retrospectives, Sprint Planning, Agile Project Management, Team Oriented, Estimation, Cross-Functional Collaboration",0,0,Beginner · Course · 1 - 3 Months
269,Principles of UX/UI Design,Meta," UI/UX Research, Usability Testing, Persona (User Experience), Interaction Design, User Experience Design, User Interface and User Experience (UI/UX) Design, User Interface (UI), User Experience, Design Research, User Centered Design, User Interface (UI) Design, Figma (Design Software), Design Elements And Principles, Wireframing, Web Design, Prototyping, Front-End Web Development",0,0,Beginner · Course · 1 - 3 Months
270,Create Beautiful Imagery with Midjourney AI,Packt," Photo Editing, Generative AI, Adobe Photoshop, Content Creation, User Accounts, Multimedia, Content Management",0,0,Intermediate · Course · 1 - 3 Months
271,"Greedy Algorithms, Minimum Spanning Trees, and Dynamic Programming",Stanford University," Algorithms, Bioinformatics, Graph Theory, Computational Thinking, Data Structures, Theoretical Computer Science",0,0,Intermediate · Course · 1 - 4 Weeks
272,Product Analytics and AI,University of Virginia," Customer Analysis, Analytics, Usability Testing, Product Management, Customer Insights, A/B Testing, Product Development, Agile Methodology, User Experience, Customer Demand Planning, Advanced Analytics, AI Personalization, Data-Driven Decision-Making, Data Science, Product Testing, Agile Software Development, Software Development",0,0,Beginner · Course · 1 - 4 Weeks
273,Developing Front-End Apps with React,IBM," React Redux, React.js, Front-End Web Development, JavaScript Frameworks, UI Components, Full-Stack Web Development, Web Applications, Web Development, Javascript, Event-Driven Programming, Cascading Style Sheets (CSS), Data Structures",0,0,Intermediate · Course · 1 - 4 Weeks
274,"Figma, Sketch & Miro for UX Design",Coursera," User Research, Prototyping, Wireframing, User Interface and User Experience (UI/UX) Design, Human Centered Design, Design, User Flows, Collaborative Software, Design Specifications, Design Software, User Interface (UI) Design, Ideation, Animations",0,0,Intermediate · Professional Certificate · 3 - 6 Months
275,.NET FullStack Developer,Board Infinity," Model View Controller, ASP.NET, HTML and CSS, Restful API, .NET Framework, Application Development, Front-End Web Development, JSON, Web Services, Web Design and Development, Javascript, React.js, Development Environment, Software Development, Web Applications, Application Programming Interface (API), Computer Programming, Microsoft Visual Studio, Web Development, Cascading Style Sheets (CSS)",0,0,Intermediate · Specialization · 1 - 3 Months
276,Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),Hebrew University of Jerusalem," Computer Science, Computer Engineering, Computer Architecture, Computer Programming, System Software, Virtual Machines, Operating Systems, Software Architecture, Algorithms, Software Design, Program Development, Object Oriented Programming (OOP), Data Structures, System Implementation, Computer Graphics",0,0,Mixed · Course · 1 - 3 Months
277,User Interface Design,University of Minnesota," UI/UX Research, User Research, Design Research, User Interface (UI) Design, Usability Testing, Prototyping, User Interface (UI), Usability, User Experience, User Centered Design, Graphic and Visual Design, Ideation, Web Content Accessibility Guidelines, Design, Human Computer Interaction, User Experience Design, Interaction Design, Qualitative Research, Design Thinking, Human Centered Design",0,0,Intermediate · Specialization · 3 - 6 Months
278,Linux System Programming and Introduction to Buildroot,University of Colorado Boulder," System Programming, Embedded Systems, Linux, Shell Script, Linux Commands, Operating Systems, File Systems, OS Process Management, C and C++, Build Tools, Electrical Engineering, Debugging",0,0,Advanced · Course · 1 - 4 Weeks
279,Foundations and Advanced Practices in UX Design,Indian Institute of Technology Guwahati," User Research, UI/UX Research, User Experience, Competitive Analysis, User Experience Design, Information Architecture, Interaction Design, User Flows, Persona (User Experience), Qualitative Research, User Centered Design, User Interface (UI) Design, Wireframing, Human Computer Interaction, Usability, User Interface (UI), Usability Testing, Conceptual Design, Research Methodologies, Focus Group",0,0,Beginner · Specialization · 3 - 6 Months
280,Arm Cortex-M Architecture and Software Development,Arm," Embedded Software, Performance Tuning, System Programming, Software Development Tools, Embedded Systems, Microarchitecture, Software Development, Real-Time Operating Systems, Development Environment, Hardware Architecture, Debugging, Program Development, Application Security, Build Tools, Computer Architecture, C (Programming Language), System Configuration, Application Development, Security Engineering, C++ (Programming Language)",0,0,Intermediate · Specialization · 3 - 6 Months
281,Mastering Angular Development,Edureka," Angular, Version Control, Git (Version Control System), CI/CD, Web Content Accessibility Guidelines, Secure Coding, TypeScript, Application Deployment, Application Frameworks, Continuous Deployment, Unit Testing, Application Performance Management, Continuous Integration, Front-End Web Development, Maintainability, Web Applications, Application Lifecycle Management, Bootstrap (Front-End Framework), JavaScript Frameworks, Application Security",0,0,Intermediate · Specialization · 1 - 3 Months
282,"Intro to Snowflake for Devs, Data Scientists, Data Engineers",Snowflake," Data Engineering, Data Manipulation, Data Lakes, Data Warehousing, SQL, Data Pipelines, Cloud Applications, Extract, Transform, Load, Application Development, Artificial Intelligence and Machine Learning (AI/ML), Role-Based Access Control (RBAC), Stored Procedure, Generative AI, Large Language Modeling, Data Science, Machine Learning",0,0,Beginner · Course · 1 - 4 Weeks
283,Become a JavaScript Developer,Scrimba," TypeScript, Javascript, Pseudocode, Computational Thinking, Web Development, Angular, Vue.JS, Application Development, Debugging, Algorithms, React.js, Web Applications, JSON, Data Import/Export, Event-Driven Programming, Front-End Web Development, Programming Principles, Computer Programming, Object Oriented Programming (OOP), Unit Testing",0,0,Beginner · Specialization · 3 - 6 Months
284,CRISC: Certified in Risk and Information Systems Control,Packt," Cyber Security Assessment, Risk Modeling, Compliance Management, Threat Detection, Governance, Continuous Monitoring, Data Management, Disaster Recovery, Key Performance Indicators (KPIs), Regulatory Requirements, Business Analysis, Organizational Structure, Accountability, Stakeholder Communications",0,0,Intermediate · Specialization · 3 - 6 Months
285,Exam Prep MLS-C01: AWS Certified Specialty Machine Learning,Whizlabs," AWS Kinesis, AWS SageMaker, Machine Learning Algorithms, Data Collection, Amazon Redshift, MLOps (Machine Learning Operations), Applied Machine Learning, Image Analysis, Reinforcement Learning, Amazon Web Services, Scalability, Forecasting, Feature Engineering, Algorithms, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning, Data Analysis, Real Time Data, Predictive Modeling, Data Modeling",0,0,Beginner · Specialization · 1 - 3 Months
286,UX / UI: Fundamentos para o design de interface,Universidade de Sгo Paulo," User Interface (UI), Usability Testing, Usability, User Interface and User Experience (UI/UX) Design, Wireframing, Information Architecture, User Experience, UI Components, Prototyping, User Research, Style Guides, Design Elements And Principles, Cross Platform Development, Verification And Validation",0,0,Beginner · Course · 1 - 3 Months
287,Decision Making and Reinforcement Learning,Columbia University," Reinforcement Learning, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning, Algorithms, Markov Model, Deep Learning, Data-Driven Decision-Making, Decision Support Systems, Simulations, Probability & Statistics",0,0,Intermediate · Course · 1 - 3 Months
288,Introduction to Generative AI,University of Colorado Boulder," Generative AI, Large Language Modeling, ChatGPT, Image Analysis, Artificial Neural Networks, Natural Language Processing, Deep Learning, Artificial Intelligence, Machine Learning Methods, Probability & Statistics",0,0,Intermediate · Course · 1 - 4 Weeks
289,"Cyber Strategy, Planning & Compliance",Macquarie University," Cyber Governance, Cyber Security Strategy, Cyber Security Policies, Threat Modeling, Cyber Risk, Audit Planning, Compliance Management, Cyber Security Assessment, Enterprise Security, Cybersecurity, ISO/IEC 27001, Auditing, Change Management, Governance, Vulnerability Assessments, NIST 800-53, Risk Management, Risk Mitigation, Regulation and Legal Compliance, Policy Analysis",0,0,Beginner · Course · 1 - 4 Weeks
290,Developing Back-End Apps with Node.js and Express,IBM," Node.JS, Server Side, Restful API, Back-End Web Development, JavaScript Frameworks, Cloud Applications, Web Applications, Web Development, Application Programming Interface (API), Web Servers, Javascript, Authentications, Package and Software Management, JSON, Middleware, Computer Science",0,0,Intermediate · Course · 1 - 4 Weeks
291,Introduction to Blockchain for Financial Services,INSEAD," Blockchain, FinTech, Cryptography, Design, Emerging Technologies, Stakeholder Management, Distributed Computing, Data Integrity, Financial Services, Public Key Cryptography Standards (PKCS), Innovation, Governance",0,0,Beginner · Course · 1 - 3 Months
292,???????,Peking University," Data Structures, C++ (Programming Language), Graph Theory, Algorithms, Computational Thinking, Object Oriented Programming (OOP), C (Programming Language), Programming Principles, Object Oriented Design, Computer Programming, Pseudocode, Program Development, Enterprise Application Management, Computer Science, Data Storage, Application Development, Systems Development, Computer Architecture, Software Design, Theoretical Computer Science",0,0,Beginner · Specialization · 3 - 6 Months
293,Web3 and Blockchain Fundamentals,INSEAD," Digital Assets, Blockchain, Emerging Technologies, FinTech, Business Transformation, Digital Transformation, E-Commerce, Technical Design, Scalability, Business Strategy, Governance",0,0,Mixed · Course · 1 - 4 Weeks
294,Practical Quantum Computing with IBM Qiskit for Beginners,Packt," IBM Cloud, Cryptography, Algorithms, Python Programming, Linear Algebra, Computational Thinking, Telecommunications, Computer Science, Program Development, Jupyter, Physics, Simulations, Software Installation, Development Environment",0,0,Beginner · Course · 3 - 6 Months
295,Introduction to Vertex AI Studio,Google Cloud," Prompt Engineering, Generative AI, Product Lifecycle Management, Project Design, Application Lifecycle Management, Performance Tuning, Application Development, Application Deployment",0,0,Beginner · Course · 1 - 4 Weeks
296,Data-Oriented C++ in Scientific Programming,University of Geneva, ,0,0,Intermediate · Course · 1 - 3 Months
297,Managing an Agile Team,University of Virginia," Agile Software Development, Agile Methodology, Agile Project Management, Team Performance Management, Team Management, Team Building, Team Leadership, Sprint Retrospectives, Backlogs, User Story, Kanban Principles, Sales Presentation, Lean Methodologies, Process Improvement, Selling Techniques, Prioritization, Discussion Facilitation, Decision Making",0,0,Mixed · Course · 1 - 4 Weeks
298,Introduction to C# Programming and Unity,University of Colorado System," Unity Engine, Debugging, Object Oriented Programming (OOP), Video Game Development, C# (Programming Language), Game Design, Computer Programming, Integrated Development Environments, Data Storage, User Interface (UI), Scripting",0,0,Beginner · Course · 1 - 4 Weeks
299,Fundamentals of Computing,Rice University," Computational Thinking, Event-Driven Programming, Algorithms, Combinatorics, Graph Theory, Programming Principles, Application Development, Object Oriented Programming (OOP), Data Structures, Probability, Computer Programming, Bioinformatics, Interactive Design, Program Development, Big Data, Python Programming, Mathematical Software, Data Analysis, Theoretical Computer Science, Computer Science",0,0,Beginner · Specialization · 3 - 6 Months
300,Cybersecurity Foundations,Infosec," Penetration Testing, Cyber Security Policies, Linux Commands, Cyber Security Assessment, Command-Line Interface, Cybersecurity, Cloud Computing, Linux, Risk Management Framework, Network Monitoring, Security Management, Operating Systems, Cyber Risk, General Networking, Vulnerability Assessments, Windows PowerShell, Cyber Governance, Microsoft Windows, Virtual Machines, Computer Systems",0,0,Beginner · Specialization · 1 - 3 Months
301,Introduction to Generative AI for Developers With Copilot,Microsoft," Generative AI, Data Ethics, Microsoft Copilot, Software Development Tools, Program Development, Process Driven Development, Software Documentation, Artificial Intelligence, Code Review, Risk Management Framework",0,0,Beginner · Course · 1 - 4 Weeks
302,Operations Research (1): Models and Applications,National Taiwan University," Operations Research, Mathematical Modeling, Process Optimization, Business Modeling, Industrial Engineering, Business Analytics, Production Planning, Inventory Management System, Microsoft Excel, Scheduling, Linear Algebra",0,0,Beginner · Course · 1 - 3 Months
303,Ethics of Artificial Intelligence,Politecnico di Milano," Machine Learning, Public Policies",0,0,Beginner · Course · 1 - 4 Weeks
304,Introduction to Retrieval Augmented Generation (RAG),Duke University," Data Import/Export, Pandas (Python Package), Generative AI, OpenAI, Application Programming Interface (API), Data Manipulation, Large Language Modeling, Databases, Natural Language Processing, Python Programming, Machine Learning",0,0,Intermediate · Guided Project · Less Than 2 Hours
305,Human-Centered Artificial Intelligence,Clemson University," Artificial Intelligence, Data Ethics, Human Centered Design, Human Computer Interaction, Human Factors, Generative AI, Machine Learning, Machine Learning Algorithms, Research Methodologies, Artificial Neural Networks, Ethical Standards And Conduct, Qualitative Research, Reinforcement Learning, Algorithms",0,0,Intermediate · Course · 1 - 3 Months
306,Ciberseguridad,Universidad de los Andes," IT Security Architecture, Computer Security Incident Management, Network Security, Incident Response, Cryptography, Security Requirements Analysis, Penetration Testing, Information Systems Security, Human Factors (Security), Cybersecurity, Threat Detection, Cloud Security, Vulnerability Assessments, Threat Modeling, Encryption, Cyber Security Strategy, Vulnerability Management, Cyber Security Assessment, Risk Management Framework, Data Security",0,0,Beginner · Specialization · 1 - 3 Months
307,Design and Analysis of Algorithms,Clemson University," Graph Theory, Data Structures, Algorithms, Theoretical Computer Science, Computational Thinking, Applied Mathematics, Combinatorics, Performance Testing, Computer Science, Computer Programming, Design Strategies, Probability, Probability Distribution",0,0,Intermediate · Course · 1 - 3 Months
308,Unreal Engine Fundamentals ,Epic Games," Unreal Engine, Virtual Environment, Version Control, Video Game Development, 3D Modeling, Augmented and Virtual Reality (AR/VR), Game Design, Animation and Game Design, Multimedia, Computer Graphics, Software Installation",0,0,Beginner · Course · 1 - 3 Months
309,Learn Spring Boot in 100 Steps - Beginner to Expert,Packt," Spring Boot, Application Development, Application Deployment, Application Frameworks, Software Testing, Test Case, Development Environment, Model View Controller, API Design, Software Development Tools, Java Platform Enterprise Edition (J2EE), UI Components, Data Access, Authentications, SQL, Object Oriented Programming (OOP), JSON, Functional Design, Databases",0,0,Intermediate · Specialization · 1 - 3 Months
310,Product Strategy and Roadmapping,Microsoft," Product Roadmaps, Product Strategy, User Story, Agile Product Development, Product Management, Stakeholder Management, Product Requirements, New Product Development, Product Development, Project Management, Innovation, Technology Strategies, Change Management, Cloud Platforms, Market Research, Prioritization",0,0,Beginner · Course · 1 - 3 Months
311,Blockchain Basics,University at Buffalo," Blockchain, Cryptography, Transaction Processing, Network Protocols, Encryption, Distributed Computing, FinTech, Virtual Environment, Data Integrity, Emerging Technologies, Virtual Machines, Verification And Validation",0,0,Beginner · Course · 1 - 4 Weeks
312,Introduction to Computers and Office Productivity Software,The Hong Kong University of Science and Technology," Computer Hardware, Computer Graphics, Computer Systems, Graphics Software, Spreadsheet Software, Document Management, File Management, Data Management",0,0,Mixed · Course · 1 - 3 Months
313,Salesforce Admin Certification,LearnKartS," Dashboard, Salesforce, Customer Relationship Management, Salesforce Development, Sales Process, Application Deployment, User Accounts, Data Visualization, Ad Hoc Reporting, Data Import/Export, Cloud Computing, Sales Management, Business Process Automation, Administration, End User Training and Support, Role-Based Access Control (RBAC), Business Reporting, Lead Generation, Data Management, Security Controls",0,0,Beginner · Specialization · 1 - 3 Months
314,Django Web Framework ,Meta," Django (Web Framework), Web Development, Web Servers, Web Applications, Data Modeling, Back-End Web Development, MySQL, Application Security, Database Development, Application Frameworks, Database Management, Hypertext Markup Language (HTML)",0,0,Beginner · Course · 1 - 3 Months
315,Google Workspace Core Services,Google Cloud," Google Workspace, Gmail, Service Management, Scripting, Automation, Document Management, File Management, Collaborative Software, Configuration Management, Data Sharing, Data Storage",0,0,Beginner · Course · 1 - 4 Weeks
316,Certified Secure Software Lifecycle Professional (CSSLP),Infosec," Application Security, Secure Coding, Threat Modeling, Security Testing, Software Development Life Cycle, Security Controls, Risk Management Framework, Security Requirements Analysis, Software Development, Authorization (Computing), Data Security, Vulnerability Assessments, Identity and Access Management, Verification And Validation, Cryptography, Software Architecture, Software Design",0,0,Intermediate · Course · 1 - 3 Months
317,Applied Python Data Engineering,Duke University," Data Visualization Software, PySpark, Data Visualization, Snowflake Schema, Data Storytelling, Site Reliability Engineering, Docker (Software), Databricks, Containerization, Interactive Data Visualization, Plotly, Data Pipelines, Matplotlib, Kubernetes, Dashboard, Apache Spark, Apache Hadoop, Big Data, Data Science, Python Programming",0,0,Intermediate · Specialization · 1 - 3 Months
